"rules","support","confidence","coverage","lift","count"
"{1_resp=desde el pasado} => {adherencia=muy_alta}",0.0650017638148202,0.324981844589688,0.200016600610072,1.94199269299047,6265
"{1_resp=desde el pasado} => {difusion=intermedia}",0.0423108049220809,0.211536466438427,0.200016600610072,1.06544250147724,4078
"{1_resp=desde el pasado} => {RT_popular=muchos}",0.0434002199580835,0.216983089532109,0.200016600610072,1.08129177060564,4183
"{1_resp=desde el pasado} => {retweet_source=Twitter for iPhone}",0.0512543835985972,0.256250648407511,0.200016600610072,1.15871217428162,4940
"{1_resp=desde el pasado} => {RT_popular=amigos medios}",0.0547923886202818,0.273939205311754,0.200016600610072,1.06188901569971,5281
"{1_resp=desde el pasado} => {difusion=alta}",0.0854412649664875,0.427170868347339,0.200016600610072,1.64069429477378,8235
"{1_resp=desde el pasado} => {adherencia=alta}",0.063850096491046,0.319223985890653,0.200016600610072,1.14479261080938,6154
"{1_resp=desde el pasado} => {retweet_source=Twitter for Android}",0.06933867319624,0.346664591762631,0.200016600610072,1.04931306712097,6683
"{1_resp=desde el pasado} => {n_char=largo}",0.0959930277437696,0.479925303454715,0.200016600610072,1.10610393834315,9252
"{1_resp=desde el pasado} => {fecha_inicio_T_momento=Noche}",0.0952460002905107,0.476190476190476,0.200016600610072,1.04269237967582,9180
"{1_resp=desde el pasado} => {retweet_es_finde=Finde}",0.157498288062086,0.787426081543729,0.200016600610072,1.29121426053299,15180
"{1_resp=desde el pasado} => {retweet_verified=Sin verificar}",0.163287750824843,0.816370992841581,0.200016600610072,1.05241047324359,15738
"{1_resp=desde el pasado,fecha_inicio_T_momento=Mañana} => {retweet_es_finde=Finde}",0.0238426262165135,0.812875840113194,0.0293312029217074,1.33294654748949,2298
"{1_resp=desde el pasado,fecha_inicio_T_momento=Mañana} => {retweet_verified=Sin verificar}",0.0235936170654272,0.804386275203396,0.0293312029217074,1.03696058284831,2274
"{1_resp=desde el pasado,adherencia=muy_alta} => {retweet_source=Twitter for iPhone}",0.0222136913531572,0.341739824421389,0.0650017638148202,1.54527646058561,2141
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {adherencia=muy_alta}",0.0222136913531572,0.433400809716599,0.0512543835985973,2.58987146395345,2141
"{1_resp=desde el pasado,adherencia=muy_alta} => {RT_popular=muy muchos}",0.0273910066194933,0.421388667198723,0.0650017638148202,1.66363341342511,2640
"{1_resp=desde el pasado,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0273910066194933,0.56701030927835,0.0483077753107427,3.38828120955211,2640
"{1_resp=desde el pasado,adherencia=muy_alta} => {difusion=alta}",0.061712767944222,0.949401436552274,0.0650017638148202,3.6464975395625,5948
"{1_resp=desde el pasado,difusion=alta} => {adherencia=muy_alta}",0.061712767944222,0.722282938676381,0.0854412649664875,4.3161432324079,5948
"{1_resp=desde el pasado,adherencia=muy_alta} => {n_char=corto}",0.0217467991948704,0.334557063048683,0.0650017638148202,1.05777715689405,2096
"{1_resp=desde el pasado,n_char=corto} => {adherencia=muy_alta}",0.0217467991948704,0.370645446507515,0.05867278122471,2.2148644940968,2096
"{1_resp=desde el pasado,adherencia=muy_alta} => {retweet_source=Twitter for Android}",0.0229918449503019,0.353711093375898,0.0650017638148202,1.07064200118572,2216
"{1_resp=desde el pasado,retweet_source=Twitter for Android} => {adherencia=muy_alta}",0.0229918449503019,0.331587610354631,0.06933867319624,1.98146674072789,2216
"{1_resp=desde el pasado,fecha_inicio_T_momento=Tarde} => {adherencia=muy_alta}",0.022836214230873,0.302709393480952,0.0754393973978544,1.80889929707242,2201
"{1_resp=desde el pasado,n_char=largo} => {adherencia=muy_alta}",0.0282832894108858,0.294638996973627,0.0959930277437696,1.76067306133748,2726
"{1_resp=desde el pasado,adherencia=muy_alta} => {fecha_inicio_T_momento=Noche}",0.0333361001016787,0.512849162011173,0.0650017638148202,1.12296221761958,3213
"{1_resp=desde el pasado,fecha_inicio_T_momento=Noche} => {adherencia=muy_alta}",0.0333361001016787,0.35,0.0952460002905107,2.09149358298717,3213
"{1_resp=desde el pasado,adherencia=muy_alta} => {polaridad=Neutro}",0.0340104998858708,0.523224261771748,0.0650017638148202,1.04203741704896,3278
"{1_resp=desde el pasado,polaridad=Neutro} => {adherencia=muy_alta}",0.0340104998858708,0.332724319935039,0.102218256520927,1.98825937156543,3278
"{1_resp=desde el pasado,adherencia=muy_alta} => {retweet_es_finde=Finde}",0.0495943225913552,0.762968874700718,0.0650017638148202,1.25110955103875,4780
"{1_resp=desde el pasado,retweet_es_finde=Finde} => {adherencia=muy_alta}",0.0495943225913552,0.314888010540184,0.157498288062086,1.88167500972683,4780
"{1_resp=desde el pasado,retweet_verified=Sin verificar} => {adherencia=muy_alta}",0.0487746674690295,0.298703774304232,0.163287750824843,1.78496293477528,4701
"{1_resp=desde el pasado,difusion=intermedia} => {adherencia=alta}",0.0287190554252869,0.678764100049044,0.0423108049220809,2.4341658539562,2768
"{1_resp=desde el pasado,adherencia=alta} => {difusion=intermedia}",0.0287190554252869,0.449788755281118,0.063850096491046,2.26544417911291,2768
"{1_resp=desde el pasado,difusion=intermedia} => {n_char=largo}",0.0217986761013467,0.515203531142717,0.0423108049220809,1.18741114657446,2101
"{1_resp=desde el pasado,n_char=largo} => {difusion=intermedia}",0.0217986761013467,0.227086035451794,0.0959930277437696,1.14376077910299,2101
"{1_resp=desde el pasado,difusion=intermedia} => {polaridad=Neutro}",0.0218609283891183,0.516674840608141,0.0423108049220809,1.02899379042244,2107
"{1_resp=desde el pasado,polaridad=Neutro} => {difusion=intermedia}",0.0218609283891183,0.213865205034511,0.102218256520927,1.07717162372681,2107
"{1_resp=desde el pasado,difusion=intermedia} => {retweet_es_finde=Finde}",0.0340520014110519,0.804806277587052,0.0423108049220809,1.31971415088207,3282
"{1_resp=desde el pasado,retweet_es_finde=Finde} => {difusion=intermedia}",0.0340520014110519,0.216205533596838,0.157498288062086,1.08895912098299,3282
"{1_resp=desde el pasado,difusion=intermedia} => {retweet_verified=Sin verificar}",0.0347160258139487,0.820500245218244,0.0423108049220809,1.0577336271601,3346
"{1_resp=desde el pasado,retweet_verified=Sin verificar} => {difusion=intermedia}",0.0347160258139487,0.212606430296099,0.163287750824843,1.07083157215712,3346
"{1_resp=desde el pasado,RT_popular=muchos} => {difusion=alta}",0.0216949222883941,0.499880468563232,0.0434002199580835,1.9199601227808,2091
"{1_resp=desde el pasado,difusion=alta} => {RT_popular=muchos}",0.0216949222883941,0.25391621129326,0.0854412649664875,1.26534058615723,2091
"{1_resp=desde el pasado,RT_popular=muchos} => {n_char=largo}",0.0216741715258036,0.499402342816161,0.0434002199580835,1.15099348634131,2089
"{1_resp=desde el pasado,n_char=largo} => {RT_popular=muchos}",0.0216741715258036,0.225789018590575,0.0959930277437696,1.12517435446961,2089
"{1_resp=desde el pasado,RT_popular=muchos} => {polaridad=Neutro}",0.0224627005042435,0.517571121204877,0.0434002199580835,1.0307787954121,2165
"{1_resp=desde el pasado,polaridad=Neutro} => {RT_popular=muchos}",0.0224627005042435,0.21975233455136,0.102218256520927,1.09509174855122,2165
"{1_resp=desde el pasado,RT_popular=muchos} => {retweet_es_finde=Finde}",0.0343943889937955,0.792493425770978,0.0434002199580835,1.29952364636947,3315
"{1_resp=desde el pasado,retweet_es_finde=Finde} => {RT_popular=muchos}",0.0343943889937955,0.218379446640316,0.157498288062086,1.08825023660033,3315
"{1_resp=desde el pasado,RT_popular=muchos} => {retweet_verified=Sin verificar}",0.0346018966197008,0.797274683241693,0.0434002199580835,1.02779279770214,3335
"{1_resp=desde el pasado,retweet_verified=Sin verificar} => {RT_popular=muchos}",0.0346018966197008,0.211907485067988,0.163287750824843,1.05599851227045,3335
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0263845946338528,0.514777327935223,0.0512543835985972,1.97717655300281,2543
"{1_resp=desde el pasado,difusion=alta} => {retweet_source=Twitter for iPhone}",0.0263845946338528,0.308803885853066,0.0854412649664875,1.39634699161577,2543
"{1_resp=desde el pasado,n_char=largo} => {retweet_source=Twitter for iPhone}",0.0222136913531572,0.231409424989192,0.0959930277437696,1.04638532485612,2141
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {fecha_inicio_T_momento=Noche}",0.0263638438712623,0.514372469635628,0.0512543835985972,1.12629773424861,2541
"{1_resp=desde el pasado,fecha_inicio_T_momento=Noche} => {retweet_source=Twitter for iPhone}",0.0263638438712623,0.276797385620915,0.0952460002905107,1.25162024963242,2541
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {polaridad=Neutro}",0.0272353759000643,0.531376518218624,0.0512543835985972,1.05827320134203,2625
"{1_resp=desde el pasado,polaridad=Neutro} => {retweet_source=Twitter for iPhone}",0.0272353759000643,0.266443361753959,0.102218256520927,1.20480150563312,2625
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {retweet_es_finde=Finde}",0.0397999626486273,0.776518218623482,0.0512543835985972,1.27332764427188,3836
"{1_resp=desde el pasado,retweet_es_finde=Finde} => {retweet_source=Twitter for iPhone}",0.0397999626486273,0.25270092226614,0.157498288062086,1.14266105042717,3836
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone} => {retweet_verified=Sin verificar}",0.0430578323753398,0.840080971659919,0.0512543835985972,1.08297578025181,4150
"{1_resp=desde el pasado,retweet_verified=Sin verificar} => {retweet_source=Twitter for iPhone}",0.0430578323753398,0.263692972423434,0.163287750824843,1.19236481670727,4150
"{1_resp=desde el pasado,retweet_verified=Verificados} => {RT_popular=muy muchos}",0.0245792782884771,0.669020050833098,0.0367392251665249,2.64127680086002,2369
"{1_resp=desde el pasado,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0245792782884771,0.508805841924399,0.0483077753107427,2.26825738466038,2369
"{1_resp=desde el pasado,retweet_verified=Verificados} => {difusion=alta}",0.0215600423315557,0.586839875741316,0.0367392251665249,2.25395715723677,2078
"{1_resp=desde el pasado,difusion=alta} => {retweet_verified=Verificados}",0.0215600423315557,0.252337583485124,0.0854412649664875,1.12492141403623,2078
"{1_resp=desde el pasado,retweet_verified=Verificados} => {retweet_es_finde=Finde}",0.0303791164325289,0.826885060717311,0.0367392251665249,1.35591874240019,2928
"{1_resp=desde el pasado,retweet_source=Twitter Web App} => {fecha_inicio_T_momento=Tarde}",0.0200659874250379,0.41315958128605,0.0485671598431242,1.06721911300383,1934
"{1_resp=desde el pasado,fecha_inicio_T_momento=Tarde} => {retweet_source=Twitter Web App}",0.0200659874250379,0.265988172190895,0.0754393973978544,1.11598781177533,1934
